"url","language","pageType","status","robots","title","wordCount","duplicateContentGroupSize","currentInventoryDisposition","proposedDisposition","rationale","approvalStatus","nextAction"
"https://x3yyntt5tp-staging.wpdns.site/es/programs/kindergarten/","es","program-single","200","max-image-preview:large","Programa de kindergarten | Chroma Early Learning Academy","850","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-stockbridge/","en","location-single","200","max-image-preview:large","Chroma Early Learning Academy Stockbridge Campus Opening May 2026","1134","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-stockbridge/","es","location-single","200","max-image-preview:large","Campus Stockbridge | Campus de Chroma","1213","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-grayson/","en","location-single","200","max-image-preview:large","Grayson Campus: Quality Childcare & Preschool Programs | Chroma","1124","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-grayson/","es","location-single","200","max-image-preview:large","Campus Grayson | Campus de Chroma","1206","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-sugarloaf-pkwy/","en","location-single","200","max-image-preview:large","Sugarloaf Pkwy Campus | Chroma Early Learning Academy","1126","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-sugarloaf-pkwy/","es","location-single","200","max-image-preview:large","Campus Sugarloaf Pkwy | Campus de Chroma","1207","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-chadwick/","en","location-single","200","max-image-preview:large","Chadwick Campus | Chroma Early Learning Academy","1142","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-chadwick/","es","location-single","200","max-image-preview:large","Guardería y Preescolar en Lawrenceville, GA | Chroma Chadwick","1269","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/summer-camp-discover-go/","en","summer-camp","200","max-image-preview:large","Summer Camp Discover, Go! | Chroma Early Learning Academy","1096","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/summer-camp-discover-go/","es","summer-camp","200","max-image-preview:large","Campamento de verano Discover, Go! | Chroma Early Learning Acade…","1104","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/chroma-early-start/","en","early-start","200","max-image-preview:large","Chroma Early Start | Pediatric Therapy","261","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2026/01/13/explore-the-link-between-care-quality-and-education-pricing/","en","editorial-single","200","max-image-preview:large","Explore the Link Between Care Quality and Education Pricing | Chroma Early Learning Academy","5268","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2026/01/13/explore-the-link-between-care-quality-and-education-pricing/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Explore the Link Between Care Quality and Ed…","7061","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2026/01/07/early-education-expansion-chroma-academys-19-new-locations/","en","editorial-single","200","max-image-preview:large","Chroma Academy: New Early Education in Metro Atlanta","1347","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2026/01/07/early-education-expansion-chroma-academys-19-new-locations/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Expansión de Educación Temprana: 19 Nuevas U…","1723","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/terms-of-service/","en","legal","200","max-image-preview:large","Terms of Service | Chroma Early Learning Academy","780","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/terms-of-service/","es","legal","200","max-image-preview:large","Términos de servicio | Chroma Early Learning Academy","781","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/promoting-healthy-eating-habits-for-young-children/","en","editorial-single","200","max-image-preview:large","Healthy Eating Habits for Young Children: Chroma's Guide","1665","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/promoting-healthy-eating-habits-for-young-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Fomentando hábitos alimenticios saludables e…","2061","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/home-daycare-vs-childcare-center-a-comparison/","en","editorial-single","200","max-image-preview:large","Home Daycare vs. Childcare: Compare Options | Chroma 2025","2506","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/home-daycare-vs-childcare-center-a-comparison/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Guardería en Casa vs. Centro de Cuidado Infa…","3475","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/strategies-for-supporting-children-with-autism-spectrum-disorder/","en","editorial-single","200","max-image-preview:large","Autism Support Strategies: A Guide for Parents | Chroma","1435","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/strategies-for-supporting-children-with-autism-spectrum-disorder/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Estrategias para apoyar a niños con Trastorn…","1883","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/fostering-emotional-readiness-for-kindergarten-success/","en","editorial-single","200","max-image-preview:large","Kindergarten Readiness: Emotional Growth Guide by Chroma","1634","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/fostering-emotional-readiness-for-kindergarten-success/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Fomentando la preparación emocional para el…","2161","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/understanding-childcare-accreditation-its-importance/","en","editorial-single","200","max-image-preview:large","Childcare Accreditation: Why It Matters | Chroma","1675","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/understanding-childcare-accreditation-its-importance/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Entendiendo la acreditación del cuidado infa…","2110","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/top-questions-to-ask-childcare-providers/","en","editorial-single","200","max-image-preview:large","Childcare Questions: A 2025 Guide by Chroma","3166","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/top-questions-to-ask-childcare-providers/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Preguntas clave para hacer a los proveedores…","4212","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/helping-children-cope-with-family-changes/","en","editorial-single","200","max-image-preview:large","Helping Children Cope with Family Changes: Chroma's Guide","1431","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/helping-children-cope-with-family-changes/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Ayudando a los niños a afrontar los cambios…","1778","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/helping-children-cope-with-stress-anxiety/","en","editorial-single","200","max-image-preview:large","Helping Children Cope with Stress & Anxiety: Chroma's Guide","1455","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/helping-children-cope-with-stress-anxiety/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Ayudando a los niños a lidiar con el estrés…","1845","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/29/strategies-for-preventing-childhood-obesity/","en","editorial-single","200","max-image-preview:large","Preventing Childhood Obesity: Chroma's Strategies & Tips","3416","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/29/strategies-for-preventing-childhood-obesity/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Estrategias para la Prevención de la Obesida…","4709","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/27/recognizing-developmental-red-flags-in-children/","en","editorial-single","200","max-image-preview:large","Chroma's Guide: Recognizing Child Development Red Flags","1779","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/27/recognizing-developmental-red-flags-in-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Reconociendo las Señales de Alerta del Desar…","2217","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/27/mastering-toddler-behavior-effective-tantrum-solutions/","en","editorial-single","200","max-image-preview:large","Toddler Tantrums: Effective Solutions by Chroma (2025)","1618","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/27/mastering-toddler-behavior-effective-tantrum-solutions/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Dominando el comportamiento de los niños peq…","1967","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/27/required-enrollment-forms-and-documents-for-registration/","en","editorial-single","200","max-image-preview:large","Chroma: Childcare Enrollment Forms & Documents (2025)","1612","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/27/required-enrollment-forms-and-documents-for-registration/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Formularios y Documentos de Inscripción Requ…","1929","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/27/tips-for-effective-communication-with-toddlers/","en","editorial-single","200","max-image-preview:large","Toddler Communication Tips: Chroma's Guide","1530","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/27/tips-for-effective-communication-with-toddlers/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Consejos para una comunicación efectiva con…","1907","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/supporting-cognitive-development-in-school-age-children/","en","editorial-single","200","max-image-preview:large","Cognitive Development: Activities & Strategies for Kids","2880","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/supporting-cognitive-development-in-school-age-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Apoyando el Desarrollo Cognitivo en Niños en…","3847","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/our-emergency-preparedness-plan-for-childcare-safety/","en","editorial-single","200","max-image-preview:large","Chroma's Childcare Emergency Plan: Safety in 2025","3121","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/our-emergency-preparedness-plan-for-childcare-safety/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Nuestro Plan de Preparación para Emergencias…","4235","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/typical-daily-schedule-in-our-infant-care-program/","en","editorial-single","200","max-image-preview:large","Chroma Academy Infant Care: A Typical Daily Schedule in 2025","3061","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/typical-daily-schedule-in-our-infant-care-program/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Horario Diario Típico en Nuestro Programa de…","4218","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/the-benefits-of-play-based-learning-in-preschool/","en","editorial-single","200","max-image-preview:large","Play-Based Learning: Chroma's Preschool Benefits in 2025","2732","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/the-benefits-of-play-based-learning-in-preschool/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Los beneficios del aprendizaje basado en el…","3840","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/essential-resources-for-parents-of-special-needs-children/","en","editorial-single","200","max-image-preview:large","Atlanta Resources for Special Needs Parents: A 2025 Guide","3307","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/essential-resources-for-parents-of-special-needs-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Recursos Esenciales para Padres de Niños con…","4271","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/finding-support-groups-for-new-parents/","en","editorial-single","200","max-image-preview:large","Metro Atlanta: Support Groups for New Parents in 2025","3503","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/finding-support-groups-for-new-parents/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Grupos de Apoyo para Padres Nuevos: Su Guía…","4630","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/effective-positive-discipline-techniques-for-young-children/","en","editorial-single","200","max-image-preview:large","Positive Discipline Techniques for Young Children | Chroma","3111","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/effective-positive-discipline-techniques-for-young-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Técnicas Efectivas de Disciplina Positiva pa…","4004","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/georgia-pre-k-eligibility-requirements-application-guide/","en","editorial-single","200","max-image-preview:large","Georgia Pre-K: Eligibility & Application at Chroma (2025)","2828","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/georgia-pre-k-eligibility-requirements-application-guide/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Guía de Requisitos de Elegibilidad y Solicit…","3790","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/the-benefits-of-outdoor-learning-in-early-education/","en","editorial-single","200","max-image-preview:large","Outdoor Learning: Chroma's Early Education Benefits in 2025","1630","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/the-benefits-of-outdoor-learning-in-early-education/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Los beneficios del aprendizaje al aire libre…","2322","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/comprehensive-allergy-management-in-our-childcare-centers/","en","editorial-single","200","max-image-preview:large","Comprehensive Allergy Management at Chroma Academy in 2025","2138","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/comprehensive-allergy-management-in-our-childcare-centers/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Manejo Integral de Alergias en Nuestros Cent…","2954","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/introducing-stem-concepts-to-preschoolers/","en","editorial-single","200","max-image-preview:large","STEM for Preschoolers: Chroma's Curriculum (2025)","3054","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/introducing-stem-concepts-to-preschoolers/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Introduciendo Conceptos STEM a Preescolares","4029","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/healthy-screen-time-guidelines-for-young-children/","en","editorial-single","200","max-image-preview:large","Screen Time Guidelines for Young Children | Chroma Academy","2664","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/healthy-screen-time-guidelines-for-young-children/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Guía de tiempo de pantalla saludable para ni…","3732","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/fostering-social-emotional-learning-in-early-childhood/","en","editorial-single","200","max-image-preview:large","Chroma's Guide to Social-Emotional Learning in 2025","2846","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/fostering-social-emotional-learning-in-early-childhood/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Fomentando el Aprendizaje Socioemocional en…","3948","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/2025/12/26/premier-preschool-programs-in-atlanta-georgia/","en","editorial-single","200","max-image-preview:large","Atlanta Preschool Programs: Discover Chroma Early Learning","3009","1","Keep","Keep","Indexable page passed the automated availability and baseline content checks.","Human fact and editorial review required","Confirm facts, grammar, usefulness, and visual/mobile quality before final approval."
"https://x3yyntt5tp-staging.wpdns.site/es/2025/12/26/premier-preschool-programs-in-atlanta-georgia/","es","editorial-single","200","max-image-preview:large","Artículo de Chroma: Programas Preescolares Premier en Atlanta, G…","4045","1","Improve","Improve","Indexable page has thin-content, technical, or image-accessibility signals that need review.","Editorial or technical review required","Resolve the listed content and technical issues, then recrawl."
